colour	x	y	group
#E58700	0.11190855927698	0.0454545454545455	2
#E58700	0.117224880382775	0.0454545454545455	2
#E58700	0.127857522594365	0.0454545454545455	2
#E58700	0.133173843700159	0.0454545454545455	2
#E58700	0.138490164805954	0.0454545454545455	2
#E58700	0.159755449229133	0.0454545454545455	2
#E58700	0.165071770334928	0.0454545454545455	2
#E58700	0.175704412546518	0.0454545454545455	2
#E58700	0.191653375863902	0.0454545454545455	2
#E58700	0.212918660287081	0.0454545454545455	2
#E58700	0.228867623604466	0.0506404605092569	2
#E58700	0.250132908027645	0.0516776435201991	2
#E58700	0.260765550239234	0.0537520095420837	2
#E58700	0.297979797979798	0.0594565161022662	2
#E58700	0.308612440191388	0.0625680651350931	2
#E58700	0.351143009037746	0.0667167971788622	2
#E58700	0.36709197235513	0.0682725716952756	2
#E58700	0.37772461456672	0.0693097547062179	2
#E58700	0.383040935672515	0.0724213037390447	2
#E58700	0.393673577884104	0.077088627288285	2
#E58700	0.420255183413078	0.0827931338484676	2
#E58700	0.436204146730463	0.0859046828812944	2
#E58700	0.457469431153642	0.0874604573977078	2
#E58700	0.462785752259436	0.0884976404086501	2
#E58700	0.468102073365231	0.0895348234195924	2
#E58700	0.473418394471026	0.0895348234195924	2
#E58700	0.478734715576821	0.0905720064305347	2
#E58700	0.484051036682616	0.0910905979360058	2
#E58700	0.48936735778841	0.0910905979360058	2
#E58700	0.494683678894205	0.0910905979360058	2
#E58700	0.505316321105795	0.0936835554633615	2
#E58700	0.51063264221159	0.0993880620235441	2
#E58700	0.515948963317384	0.100943836539957	2
#E58700	0.521265284423179	0.100943836539957	2
#E58700	0.526581605528974	0.103018202561842	2
#E58700	0.531897926634769	0.10664834310014	2
#E58700	0.537214247740563	0.107166934605611	2
#E58700	0.542530568846358	0.109241300627496	2
#E58700	0.558479532163743	0.112352849660323	2
#E58700	0.563795853269538	0.126354820308043	2
#E58700	0.574428495481127	0.132059326868226	2
#E58700	0.585061137692717	0.137763833428408	2
#E58700	0.590377458798511	0.139838199450293	2
#E58700	0.595693779904306	0.140875382461235	2
#E58700	0.601010101010101	0.140875382461235	2
#E58700	0.611642743221691	0.149691438054245	2
#E58700	0.616959064327485	0.151765804076129	2
#E58700	0.627591706539075	0.157988902141783	2
#E58700	0.638224348750665	0.162656225691023	2
#E58700	0.648856990962254	0.174583830316859	2
#E58700	0.728601807549176	0.128429186329928	2
#E58700	0.733918128654971	0.128429186329928	2
#E58700	0.739234449760766	0.128947777835399	2
#E58700	0.74455077086656	0.128947777835399	2
#E58700	0.760499734183945	0.128429186329928	2
#E58700	0.76581605528974	0.128429186329928	2
#E58700	0.771132376395534	0.123243271275217	2
#E58700	0.776448697501329	0.123243271275217	2
#E58700	0.787081339712919	0.123243271275217	2
#E58700	0.797713981924508	0.0620494736296219	2
#E58700	0.818979266347687	0.135170875901053	2
#E58700	0.850877192982456	0.135170875901053	2
#E58700	0.856193514088251	0.135170875901053	2
#E58700	0.87745879851143	0.135170875901053	2
#E58700	0.882775119617225	0.135170875901053	2
#E58700	0.88809144072302	0.135170875901053	2
#E58700	0.898724082934609	0.134652284395582	2
#E58700	0.904040404040404	0.135170875901053	2
#E58700	0.914673046251994	0.135170875901053	2
#E58700	0.919989367357788	0.135170875901053	2
#E58700	0.925305688463583	0.248223824093761	2
#E58700	0.930622009569378	0.248223824093761	2
#E58700	0.935938330675173	0.248223824093761	2
#E58700	0.941254651780968	0.248223824093761	2
#E58700	0.946570972886762	0.248223824093761	2
#E58700	0.951887293992557	0.248223824093761	2
