colour	x	y	group
#619CFF	0.0481127060074429	0.0454545454545455	11
#619CFF	0.0534290271132376	0.0454545454545455	11
#619CFF	0.0800106326422116	0.0454545454545455	11
#619CFF	0.0906432748538012	0.0454545454545455	11
#619CFF	0.095959595959596	0.0454545454545455	11
#619CFF	0.11190855927698	0.0464917284654877	11
#619CFF	0.117224880382775	0.0464917284654877	11
#619CFF	0.127857522594365	0.04752891147643	11
#619CFF	0.133173843700159	0.0480475029819012	11
#619CFF	0.138490164805954	0.0485660944873723	11
#619CFF	0.159755449229133	0.0490846859928434	11
#619CFF	0.165071770334928	0.0506404605092569	11
#619CFF	0.175704412546518	0.0506404605092569	11
#619CFF	0.191653375863902	0.0532334180366126	11
#619CFF	0.212918660287081	0.0537520095420837	11
#619CFF	0.228867623604466	0.0542706010475548	11
#619CFF	0.250132908027645	0.0579007415858528	11
#619CFF	0.260765550239234	0.0594565161022662	11
#619CFF	0.297979797979798	0.0542706010475548	11
#619CFF	0.308612440191388	0.0553077840584971	11
#619CFF	0.351143009037746	0.0599751076077374	11
#619CFF	0.36709197235513	0.0703469377171602	11
#619CFF	0.37772461456672	0.0744956697609293	11
#619CFF	0.383040935672515	0.0796815848156407	11
#619CFF	0.393673577884104	0.0884976404086501	11
#619CFF	0.420255183413078	0.119094539231447	11
#619CFF	0.436204146730463	0.135689467406524	11
#619CFF	0.457469431153642	0.149691438054245	11
#619CFF	0.462785752259436	0.0672353886843333	11
#619CFF	0.468102073365231	0.0713841207281025	11
#619CFF	0.473418394471026	0.0739770782554582	11
#619CFF	0.478734715576821	0.0796815848156407	11
#619CFF	0.484051036682616	0.0864232743867655	11
#619CFF	0.48936735778841	0.0890162319141212	11
#619CFF	0.494683678894205	0.101462428045429	11
#619CFF	0.505316321105795	0.12013172224239	11
#619CFF	0.51063264221159	0.136726650417466	11
#619CFF	0.515948963317384	0.151247212570658	11
#619CFF	0.521265284423179	0.158507493647254	11
#619CFF	0.526581605528974	0.167842140745735	11
#619CFF	0.531897926634769	0.184955660426282	11
#619CFF	0.537214247740563	0.198439039568532	11
#619CFF	0.542530568846358	0.218145516776435	11
#619CFF	0.558479532163743	0.218145516776435	11
#619CFF	0.563795853269538	0.244075092049992	11
#619CFF	0.574428495481127	0.268448892807136	11
#619CFF	0.585061137692717	0.279857905927501	11
#619CFF	0.590377458798511	0.287118187004097	11
#619CFF	0.595693779904306	0.293859876575222	11
#619CFF	0.601010101010101	0.299045791629933	11
#619CFF	0.611642743221691	0.323938183892548	11
#619CFF	0.616959064327485	0.332754239485557	11
#619CFF	0.627591706539075	0.350386350671576	11
#619CFF	0.638224348750665	0.361795363791941	11
#619CFF	0.648856990962254	0.375797334439662	11
#619CFF	0.728601807549176	0.803116734947881	11
#619CFF	0.733918128654971	0.812969973551833	11
#619CFF	0.739234449760766	0.812969973551833	11
#619CFF	0.74455077086656	0.812969973551833	11
#619CFF	0.760499734183945	0.825934761188612	11
#619CFF	0.76581605528974	0.819711663122958	11
#619CFF	0.771132376395534	0.817637297101073	11
#619CFF	0.776448697501329	0.820230254628429	11
#619CFF	0.787081339712919	0.819193071617487	11
#619CFF	0.797713981924508	0.399652543691334	11
#619CFF	0.818979266347687	0.851345744956698	11
#619CFF	0.850877192982456	0.874682362702899	11
#619CFF	0.856193514088251	0.876238137219312	11
#619CFF	0.87745879851143	0.87520095420837	11
#619CFF	0.882775119617225	0.890758699372504	11
#619CFF	0.88809144072302	0.890758699372504	11
#619CFF	0.898724082934609	0.890240107867033	11
#619CFF	0.904040404040404	0.905797853031167	11
#619CFF	0.914673046251994	0.914095317118706	11
#619CFF	0.919989367357788	0.914095317118706	11
#619CFF	0.925305688463583	0.936394751853965	11
#619CFF	0.930622009569378	0.941580666908676	11
#619CFF	0.935938330675173	0.941580666908676	11
#619CFF	0.941254651780968	0.945210807446974	11
#619CFF	0.946570972886762	0.945210807446974	11
#619CFF	0.951887293992557	0.954545454545454	11
